ServerID,VID,LAVN_VID,AID,LAVN_AID,Hypervisore_Risk,VM_vulnerability,VM_RiskScore,Threat
32,630,284,88,31,0.7400875744672224,0.30762140850358044,0.30762140850358044,0
223,597,100,62,45,0.609040031819082,0.786246329691311,0.786246329691311,0
58,941,367,91,43,0.05177934589606403,0.6733959631060644,0.6733959631060644,0
6,785,4,4,10,0.3068463482609761,0.573652892192619,0.573652892192619,0
493,721,142,10,97,0.031008635557462583,0.6655962309889594,0.6655962309889594,0
264,772,263,89,90,0.7569279459338728,0.6116272693224254,0.6116272693224254,0
127,985,441,62,21,0.41227398062092346,0.12466121138098818,0.12466121138098818,0
182,940,82,22,42,0.5726970091242433,0.7948421881363178,0.7948421881363178,0
239,755,38,11,25,0.03062127572221507,0.4728606569110627,0.4728606569110627,0
391,23,137,98,30,0.8323461123204486,0.10519879387870235,0.10519879387870235,0
96,660,222,13,72,0.47118877957007155,0.13327242878930845,0.13327242878930845,0
340,558,114,37,23,0.1225239012892797,0.6086585329010686,0.6086585329010686,0
441,621,132,84,52,0.179163318471675,0.08155280102226525,0.08155280102226525,0
158,568,208,33,85,0.6410627773571003,0.15915898524749672,0.15915898524749672,0
262,351,18,28,9,0.574136631554906,0.2820730403759082,0.2820730403759082,0
301,366,26,11,64,0.9773232888733899,0.5264209432945445,0.5264209432945445,0
0,247,49,52,81,0.7774833245048932,0.10948236287064739,0.10948236287064739,0
460,116,363,6,98,0.37536599701795703,0.39805241888912424,0.39805241888912424,0
434,375,378,56,0,0.5150981023092314,0.3407393324626239,0.3407393324626239,0
480,727,174,97,51,0.7457967097714732,0.046752242743293815,0.046752242743293815,0
192,503,141,67,7,0.8765038568499225,0.3445050107838068,0.3445050107838068,0
292,92,360,45,97,0.6693940538097595,0.5044721669999946,0.5044721669999946,0
222,519,13,54,21,0.48712185855969226,0.1859240236003631,0.1859240236003631,0
356,9,398,14,42,0.7911211984167489,0.5297097568442527,0.5297097568442527,0
148,751,188,55,87,0.8003079499850823,0.34746323722076633,0.34746323722076633,0
177,537,139,45,59,0.9758355866686532,0.4493329857641626,0.4493329857641626,0
148,624,372,50,89,0.7787257701020557,0.8406554976489778,0.8406554976489778,1
299,960,92,57,5,0.35375312638236567,0.6523113368610963,0.6523113368610963,0
136,157,376,79,49,0.024748019945729727,0.1738424212288907,0.1738424212288907,0
403,520,429,8,29,0.15518720474435044,0.9715608532090154,0.9715608532090154,0
402,144,477,20,69,0.07869082514981829,0.4429763038186537,0.4429763038186537,0
277,393,106,90,99,0.6484820077991051,0.934365286420923,0.934365286420923,1
344,147,104,2,83,0.32971299699088563,0.15574231681928086,0.15574231681928086,0
69,154,401,78,85,0.8412714942667875,0.9473866484187777,0.9473866484187777,1
428,949,376,32,66,0.2033544831148031,0.6775975396742996,0.6775975396742996,0
358,682,497,8,36,0.23530779609237495,0.5576603309211124,0.5576603309211124,0
109,822,85,25,4,0.9685323793668765,0.20465923538374808,0.20465923538374808,0
88,552,374,38,55,0.6596669236493634,0.2905538163930145,0.2905538163930145,0
30,993,489,30,71,0.27253127919005615,0.21285779868329735,0.21285779868329735,0
239,798,175,87,48,0.04942296173274774,0.02786244973955576,0.02786244973955576,0
235,514,372,29,13,0.2867062279019912,0.1256839228937109,0.1256839228937109,0
487,14,386,23,0,0.7150947627124182,0.022261241594247583,0.022261241594247583,0
317,345,76,88,97,0.7906125346242493,0.7731988957433376,0.7731988957433376,0
274,240,424,5,1,0.5050597295786393,0.22459862579515422,0.22459862579515422,0
302,529,202,2,2,0.6404993233343788,0.4698412334884299,0.4698412334884299,0
137,374,12,70,58,0.7708130035376269,0.6315502173348122,0.6315502173348122,0
102,883,399,39,19,0.10939423466259468,0.33683238932583315,0.33683238932583315,0
311,452,289,10,48,0.544973239022095,0.8662112897366054,0.8662112897366054,1
390,318,371,79,8,0.5380250184459296,0.9842707782789232,0.9842707782789232,1
193,954,101,74,23,0.23317125061222654,0.35808028714367623,0.35808028714367623,0
190,859,45,49,19,0.6863993833105445,0.5099222842238825,0.5099222842238825,0
91,992,468,60,87,0.9821441974559201,0.3220968349098926,0.3220968349098926,0
455,407,138,7,53,0.023549677259785184,0.24087667424783854,0.24087667424783854,0
153,856,318,33,91,0.1575965609928719,0.05845247757729022,0.05845247757729022,0
482,742,177,92,35,0.9934867146198638,0.3507120571451847,0.3507120571451847,0
178,520,282,31,36,0.6208197469933793,0.41046835548571503,0.41046835548571503,0
472,635,248,85,98,0.9523605252880777,0.42331055774222826,0.42331055774222826,0
422,788,268,44,81,0.7181735789219797,0.09616184320324694,0.09616184320324694,0
117,813,308,41,86,0.0008535430354965623,0.9676874752436291,0.9676874752436291,0
383,947,215,44,0,0.9795617966707297,0.14062607145900174,0.14062607145900174,0
291,557,247,98,12,0.9687214669502185,0.5722493598615979,0.5722493598615979,0
341,669,66,61,15,0.2707782942819126,0.11668923774574957,0.11668923774574957,0
294,162,453,24,6,0.5031077906317483,0.09169363025140032,0.09169363025140032,0
363,958,278,71,38,0.1799082772235152,0.6021282807280431,0.6021282807280431,0
5,469,35,15,46,0.4795156787530297,0.8242221703804511,0.8242221703804511,0
420,24,27,40,19,0.5232989518147884,0.27298368081055213,0.27298368081055213,0
251,178,488,97,81,0.7877508240133738,0.6227009464427573,0.6227009464427573,0
453,946,214,16,27,0.05381134470708848,0.6144721842809495,0.6144721842809495,0
364,699,363,19,14,0.10144114056191622,0.3433148238784596,0.3433148238784596,0
111,473,320,88,63,0.9250449455650837,0.7999556100220383,0.7999556100220383,0
139,219,392,45,31,0.39396878462196694,0.6584382326413655,0.6584382326413655,0
13,727,314,10,12,0.5718594701903756,0.6288924332494674,0.6288924332494674,0
329,550,480,86,38,0.3136664715037054,0.8024566790933623,0.8024566790933623,0
348,852,61,62,39,0.016762213231784617,0.47235359779434705,0.47235359779434705,0
89,189,329,25,61,0.12463130174589931,0.7343524963084648,0.7343524963084648,0
348,971,474,73,75,0.8866162426154124,0.9520326526039387,0.9520326526039387,1
413,839,278,36,37,0.49922189353232316,0.9687685899490805,0.9687685899490805,0
228,519,134,80,10,0.060291411023993935,0.9552682749086049,0.9552682749086049,0
236,73,453,48,5,0.6480281687761995,0.3452389060610621,0.3452389060610621,0
309,169,280,31,86,0.5778069882417636,0.7013296621238664,0.7013296621238664,0
257,475,400,32,88,0.09274379979075842,0.06718771300488435,0.06718771300488435,0
13,787,62,34,77,0.47520618410457827,0.9665817637346032,0.9665817637346032,0
205,835,189,46,57,0.7276931751435787,0.06444682687629522,0.06444682687629522,0
472,408,342,23,87,0.8771218937727508,0.7918734788224626,0.7918734788224626,0
81,995,72,39,85,0.26957465314801765,0.3891388174998114,0.3891388174998114,0
55,921,122,99,19,0.3444930376255252,0.7256775768321454,0.7256775768321454,0
242,874,24,57,57,0.5674862479510925,0.49940514180347395,0.49940514180347395,0
451,772,32,60,62,0.8671521847821811,0.3671406569003989,0.3671406569003989,0
60,563,168,16,64,0.16881668728820043,0.24756982342461697,0.24756982342461697,0
36,273,486,69,11,0.3467212102839661,0.939386051457719,0.939386051457719,0
104,543,208,17,90,0.5270392349776367,0.21982958105699835,0.21982958105699835,0
253,694,125,76,35,0.9890121921351054,0.3907560058024422,0.3907560058024422,0
449,776,56,44,39,0.9520321024128986,0.29242358812232927,0.29242358812232927,0
338,933,320,57,83,0.5132169172021926,0.4604603543284085,0.4604603543284085,0
128,898,97,97,46,0.15078989287526745,0.48025726441778116,0.48025726441778116,0
32,689,273,1,48,0.1312608755271183,0.23336685064728147,0.23336685064728147,0
451,982,165,81,84,0.946775237341817,0.8453144479837091,0.8453144479837091,1
100,420,241,40,86,0.1661809711345219,0.5133200606264917,0.5133200606264917,0
299,599,84,80,24,0.5427898326318448,0.7573074080906501,0.7573074080906501,0
402,896,129,2,65,0.6950506918441447,0.424386075336718,0.424386075336718,0
408,647,124,39,71,0.30299385420464264,0.04585339849584502,0.04585339849584502,0
192,627,157,66,36,0.8932757748118167,0.18657312959700556,0.18657312959700556,0
352,208,472,95,5,0.20413954413418045,0.8745499739681311,0.8745499739681311,0
135,949,79,14,75,0.5067143423230278,0.7538436247413867,0.7538436247413867,0
449,434,319,39,82,0.6817443440240746,0.028448326556313686,0.028448326556313686,0
130,340,205,95,68,0.2887659975621436,0.14543518793862031,0.14543518793862031,0
375,166,218,70,14,0.9374350214945184,0.03525583214919181,0.03525583214919181,0
104,442,350,83,65,0.215994455777336,0.269687039889838,0.269687039889838,0
55,728,433,87,74,0.15985242441384362,0.0941849459063544,0.0941849459063544,0
149,843,173,6,46,0.7141775480384206,0.6020727767352627,0.6020727767352627,0
50,983,438,99,41,0.014335934066748601,0.7658808575392132,0.7658808575392132,0
344,862,393,66,98,0.7800348556801063,0.902032536925128,0.902032536925128,1
16,64,120,86,4,0.06057971152034336,0.5722935373857962,0.5722935373857962,0
370,552,60,99,50,0.7054948009275136,0.005755352927145574,0.005755352927145574,0
200,627,473,10,35,0.04948922228335062,0.2967974881939104,0.2967974881939104,0
186,586,488,41,23,0.22824905779773985,0.8138024597423353,0.8138024597423353,0
35,787,268,44,68,0.4748616650033911,0.536811070696612,0.536811070696612,0
243,167,143,3,18,0.14603482022377967,0.7659736920679387,0.7659736920679387,0
43,512,38,12,48,0.9361006458523303,0.7145090985094499,0.7145090985094499,0
471,916,468,53,52,0.9393271796471971,0.9859060308441878,0.9859060308441878,1
348,598,17,0,36,0.3694687777440244,0.3346143097448022,0.3346143097448022,0
233,910,157,33,37,0.19717635586692595,0.5419167517083092,0.5419167517083092,0
335,271,217,27,3,0.941181867653662,0.19548697981124918,0.19548697981124918,0
444,985,86,35,86,0.8008142347091474,0.4727928847503061,0.4727928847503061,0
302,967,312,13,81,0.8056207844827569,0.20916227556305567,0.20916227556305567,0
244,716,369,34,96,0.8752182408732383,0.6063313258722369,0.6063313258722369,0
494,548,166,17,26,0.27179732681815916,0.04374181112263309,0.04374181112263309,0
244,237,130,54,58,0.7252314622242019,0.9898307117967952,0.9898307117967952,1
270,51,201,34,31,0.3995376017566342,0.25221144715782784,0.25221144715782784,0
267,6,315,32,81,0.1780228208538185,0.6053365231178826,0.6053365231178826,0
426,807,394,39,80,0.9398311358895205,0.9617112255864363,0.9617112255864363,1
222,571,465,84,38,0.21472863597032843,0.030061542508228234,0.030061542508228234,0
471,899,277,10,28,0.4576383823198771,0.36593469621062213,0.36593469621062213,0
194,398,447,73,72,0.35751274191626037,0.4816864221662086,0.4816864221662086,0
290,118,285,88,45,0.40639518760584004,0.865510425040033,0.865510425040033,0
133,889,210,82,1,0.596281789371343,0.8362409422304838,0.8362409422304838,1
335,303,312,16,97,0.7817747628120023,0.17690326066906292,0.17690326066906292,0
262,586,385,78,92,0.4331651657623321,0.4542560018531755,0.4542560018531755,0
67,321,179,97,77,0.7099685734959579,0.6894309390789207,0.6894309390789207,0
46,946,445,38,25,0.6155943139253873,0.5921888620008126,0.5921888620008126,0
445,513,496,23,22,0.7997447311688971,0.5635371207456865,0.5635371207456865,0
200,990,434,74,21,0.421277011992525,0.050174498601438744,0.050174498601438744,0
94,70,71,91,59,0.8370598720125912,0.9226746623828533,0.9226746623828533,1
70,45,283,81,29,0.0791831895949825,0.3501963459453189,0.3501963459453189,0
459,318,345,41,97,0.9892318193804842,0.021369101223179587,0.021369101223179587,0
79,798,246,96,33,0.6309739537925075,0.9007958242028935,0.9007958242028935,1
99,29,382,13,11,0.37859930673798414,0.8765066468738051,0.8765066468738051,0
244,334,255,82,29,0.20212252259674457,0.40369738436922475,0.40369738436922475,0
120,822,314,19,53,0.6748463386307412,0.07683847218823447,0.07683847218823447,0
274,979,241,28,54,0.5694436033511586,0.7604949201079946,0.7604949201079946,0
261,354,77,95,21,0.7462988159529288,0.2893614451708586,0.2893614451708586,0
472,220,419,51,18,0.44103459564588054,0.9249642029395619,0.9249642029395619,0
386,181,468,95,39,0.7486641289129892,0.8319206955147578,0.8319206955147578,1
92,27,234,59,11,0.029818042142576218,0.11490421637799775,0.11490421637799775,0
95,303,217,72,83,0.21304127914795423,0.7799303676270929,0.7799303676270929,0
345,515,383,84,43,0.15156342791675992,0.6209043715482792,0.6209043715482792,0
118,756,395,62,59,0.19977316456106065,0.5631483234783304,0.5631483234783304,0
422,106,154,72,79,0.509056507296342,0.9497432209449158,0.9497432209449158,1
127,48,178,65,21,0.3422727774133356,0.37926837956590365,0.37926837956590365,0
483,665,294,34,84,0.9505633852747939,0.17072512930980088,0.17072512930980088,0
214,763,12,96,54,0.18583083799625577,0.5090462053813023,0.5090462053813023,0
379,346,344,95,23,0.680780380659919,0.5136042346581887,0.5136042346581887,0
290,103,288,71,8,0.5956781408182542,0.6806384167522522,0.6806384167522522,0
312,251,497,55,14,0.4074886156451424,0.7699125385861076,0.7699125385861076,0
393,313,373,68,12,0.6530455652193122,0.14075928574249452,0.14075928574249452,0
9,718,444,18,86,0.3375743028798913,0.6174533409871971,0.6174533409871971,0
399,30,399,19,40,0.5545107549007454,0.6501123769853727,0.6501123769853727,0
281,625,77,32,25,0.33697095488039197,0.0772660144413011,0.0772660144413011,0
87,333,448,90,36,0.21068465768656486,0.14217403491783553,0.14217403491783553,0
474,333,434,92,48,0.5504846743654458,0.33095288475363904,0.33095288475363904,0
189,988,388,35,67,0.7026365001930807,0.440868157026307,0.440868157026307,0
240,363,225,97,72,0.38599774475182225,0.12607149763114922,0.12607149763114922,0
109,782,359,29,6,0.6938054104895037,0.19761326150380343,0.19761326150380343,0
181,83,389,29,86,0.38005301667246183,0.9262750784149699,0.9262750784149699,0
267,351,437,6,41,0.7644983986135421,0.7337749741844284,0.7337749741844284,0
136,484,392,91,3,0.5165438930163833,0.5365701125171508,0.5365701125171508,0
240,368,340,3,90,0.7586524069907513,0.08464193952596089,0.08464193952596089,0
70,628,318,46,8,0.5955610051158302,0.06375511224472674,0.06375511224472674,0
15,610,299,85,89,0.13452656549455932,0.49852025339056805,0.49852025339056805,0
77,2,314,86,65,0.7118188881349419,0.059032469158838974,0.059032469158838974,0
183,222,71,74,73,0.25002973652768135,0.3422903019755228,0.3422903019755228,0
377,889,98,93,67,0.9575705819931861,0.44116560469115096,0.44116560469115096,0
429,180,377,32,40,0.8985913765088824,0.5573195939542488,0.5573195939542488,0
418,163,32,64,45,0.23548280550926548,0.25384781819872027,0.25384781819872027,0
301,5,491,95,1,0.6896046926215076,0.5269524752250505,0.5269524752250505,0
42,83,94,54,33,0.47618713029630144,0.5576383742620828,0.5576383742620828,0
287,65,358,33,20,0.7088458331690703,0.8994293462341285,0.8994293462341285,1
115,610,226,35,57,0.8649926315853111,0.8680916816263705,0.8680916816263705,1
464,115,198,86,78,0.2704552867276687,0.4432009890604647,0.4432009890604647,0
455,988,336,70,81,0.1000765286419254,0.4378826684103635,0.4378826684103635,0
327,325,89,91,61,0.09571429545231014,0.12080207118920516,0.12080207118920516,0
38,69,201,48,27,0.12025430359569589,0.686697506992997,0.686697506992997,0
492,267,434,18,19,0.17247221406485946,0.1302285807506678,0.1302285807506678,0
210,886,497,22,90,0.8135066565613751,0.1790891617287752,0.1790891617287752,0
153,7,64,82,83,0.667449876774091,0.6530978050524616,0.6530978050524616,0
47,249,73,52,29,0.8212738829519992,0.931727032132641,0.931727032132641,1
255,215,388,91,86,0.08305766712772378,0.6491638042125063,0.6491638042125063,0
75,335,336,89,19,0.10301696495533519,0.7590850084420092,0.7590850084420092,0
44,511,435,55,36,0.9374325950606984,0.020143641674070012,0.020143641674070012,0
21,858,83,76,77,0.04821074853585172,0.316344260954595,0.316344260954595,0
423,275,129,48,69,0.832161789882606,0.5203531053797229,0.5203531053797229,0
331,550,152,63,78,0.48298216932844207,0.32414460819000124,0.32414460819000124,0
199,385,140,14,8,0.3006509780297807,0.8892292087071819,0.8892292087071819,0
456,424,168,17,34,0.5659906608158664,0.5219151602800652,0.5219151602800652,0
454,980,15,77,65,0.9467625266705265,0.12327288667819858,0.12327288667819858,0
274,403,385,39,87,0.6563891473624622,0.600333211666733,0.600333211666733,0
471,364,177,39,78,0.9980404837300513,0.014435831078746242,0.014435831078746242,0
362,620,46,3,16,0.4727988716664153,0.06317696295991482,0.06317696295991482,0
120,252,334,14,0,0.8633022136196478,0.9876821506351038,0.9876821506351038,1
24,937,79,41,18,0.20241947178060693,0.8279749681054538,0.8279749681054538,0
98,804,294,91,55,0.6370422554270565,0.701319317096535,0.701319317096535,0
371,930,141,80,70,0.8339702311140744,0.8139213656644598,0.8139213656644598,1
157,280,403,99,70,0.4330736001776744,0.6411367630578367,0.6411367630578367,0
261,68,446,29,64,0.7854542070403538,0.9645373528461576,0.9645373528461576,1
79,421,366,95,50,0.029595668302841105,0.24214993289981435,0.24214993289981435,0
24,760,367,10,93,0.011088525071974331,0.41047551499138113,0.41047551499138113,0
196,812,30,4,18,0.35849147806627835,0.8534114762073735,0.8534114762073735,0
406,530,106,55,44,0.20019878805189217,0.6144791341551512,0.6144791341551512,0
336,613,387,46,34,0.5612217069471573,0.06052440477429777,0.06052440477429777,0
73,318,279,5,48,0.5859121800510868,0.597205290996136,0.597205290996136,0
84,892,91,14,22,0.5391571626568116,0.6707634889437154,0.6707634889437154,0
107,942,286,35,74,0.600966810331545,0.2782655967731862,0.2782655967731862,0
366,165,79,72,81,0.7448863341910074,0.24684211783633792,0.24684211783633792,0
301,744,437,56,30,0.057716692358126154,0.2455367456674873,0.2455367456674873,0
306,840,291,90,54,0.29195355144441215,0.6491118141273604,0.6491118141273604,0
104,739,216,73,85,0.965212909166331,0.6642188904318073,0.6642188904318073,0
394,328,410,17,15,0.49695966533256597,0.5073812612324287,0.5073812612324287,0
372,220,223,82,87,0.4680209203491461,0.5530291446361292,0.5530291446361292,0
47,259,2,77,36,0.4122538191332249,0.6782940978026052,0.6782940978026052,0
468,935,319,14,69,0.30870923787624516,0.18596018640403134,0.18596018640403134,0
431,743,35,66,54,0.8285023965638078,0.47197494564032794,0.47197494564032794,0
449,660,201,67,59,0.9843417102452956,0.6186860514651141,0.6186860514651141,0
218,47,439,49,0,0.10676731458799127,0.7878399470185894,0.7878399470185894,0
434,175,170,2,25,0.18675900220757047,0.2615337815601968,0.2615337815601968,0
184,339,457,63,27,0.11533660663592582,0.7155063839585768,0.7155063839585768,0
60,622,188,3,44,0.9303652633629991,0.35934173092475485,0.35934173092475485,0
343,174,424,69,65,0.02300666875147428,0.6827438766500351,0.6827438766500351,0
486,544,89,50,23,0.4596234665394263,0.846326347471729,0.846326347471729,0
99,233,344,61,35,0.11819481198437276,0.7794166912081589,0.7794166912081589,0
118,212,345,70,80,0.31788539892471857,0.6000385851598918,0.6000385851598918,0
2,73,96,53,93,0.7277033685882306,0.7004315996178824,0.7004315996178824,0
375,898,348,15,67,0.6872033564260608,0.4519469092624976,0.4519469092624976,0
46,120,75,36,66,0.7128036701436837,0.6287858737790437,0.6287858737790437,0
24,194,160,31,9,0.10052545294229032,0.890321285915286,0.890321285915286,0
168,471,89,90,99,0.39431661144359087,0.40952948169640446,0.40952948169640446,0
357,630,369,82,74,0.5754478230159136,0.3492751219123065,0.3492751219123065,0
478,152,445,73,30,0.835181040656466,0.9089577644023604,0.9089577644023604,1
455,912,442,27,11,0.30410552850178985,0.8814533176806006,0.8814533176806006,0
123,983,203,37,89,0.3322057905309219,0.686484500925431,0.686484500925431,0
407,280,265,94,5,0.4884198540707997,0.9931456020176384,0.9931456020176384,0
131,284,386,44,31,0.05309450567218332,0.16464926106414213,0.16464926106414213,0
59,379,416,91,76,0.5464929276652322,0.1368257187179216,0.1368257187179216,0
134,954,225,78,12,0.06527568534793815,0.14176023448437325,0.14176023448437325,0
77,861,19,82,0,0.161416450955983,0.4941493797123878,0.4941493797123878,0
358,797,61,43,40,0.2211070805632619,0.3611534102781322,0.3611534102781322,0
259,613,96,36,95,0.04874491920655155,0.9534121858130366,0.9534121858130366,0
72,576,263,17,31,0.4431547583562979,0.4424887576038734,0.4424887576038734,0
438,918,429,99,61,0.9932029724265163,0.5177453856415144,0.5177453856415144,0
227,259,259,7,15,0.05052626879847377,0.41741613673820366,0.41741613673820366,0
419,50,141,76,43,0.7653838007011157,0.39662362677082985,0.39662362677082985,0
320,407,293,67,56,0.939340244844704,0.5936655012288945,0.5936655012288945,0
195,529,324,58,46,0.011142083369228506,0.4392435938613284,0.4392435938613284,0
66,161,176,18,1,0.9184227016136786,0.5523428168520003,0.5523428168520003,0
299,965,334,92,93,0.4031061128854093,0.5630132663272123,0.5630132663272123,0
154,79,280,42,82,0.6171720374293505,0.6194576396589816,0.6194576396589816,0
432,435,154,0,26,0.6316704103443517,0.15338479652684933,0.15338479652684933,0
398,386,235,62,42,0.4439998500445641,0.30745568048097693,0.30745568048097693,0
157,419,20,85,54,0.6881888607994104,0.872562928844343,0.872562928844343,1
286,16,5,89,59,0.984403731375826,0.3093179114814594,0.3093179114814594,0
93,268,327,84,49,0.2160009421934297,0.654219681846695,0.654219681846695,0
330,557,320,7,59,0.8014510375113725,0.13004180234151774,0.13004180234151774,0
179,175,346,34,97,0.9796741447762386,0.7017117043150641,0.7017117043150641,0
387,343,464,64,86,0.6804352356399702,0.165075867868285,0.165075867868285,0
175,877,165,23,57,0.519953981128898,0.6018198260844134,0.6018198260844134,0
195,768,112,84,89,0.17376529253149675,0.7593825244032618,0.7593825244032618,0
140,974,155,93,12,0.7365269921787034,0.7233388204438722,0.7233388204438722,0
25,655,129,80,9,0.3862062735813322,0.0046542093121636485,0.0046542093121636485,0
247,920,168,82,97,0.0311818848809986,0.6575638280355997,0.6575638280355997,0
265,6,225,30,7,0.9747243711229037,0.1415307928485725,0.1415307928485725,0
489,269,396,25,28,0.44829991826811466,0.9589058305685862,0.9589058305685862,0
370,285,215,21,18,0.83339835308245,0.9627868951946443,0.9627868951946443,1
251,304,350,21,46,0.881994757889211,0.6903265650638177,0.6903265650638177,0
352,464,474,12,56,0.3130512511780247,0.35131775587145775,0.35131775587145775,0
